Ticker,Name,Sector,Industry,Market Cap
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,12602574848
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,12443731968
OC,Owens Corning,Industrials,Building Products & Equipment,12408519680
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense,12385603584
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,12313816064
PRMB,Primo Brands Corporation,Consumer Defensive,Beverages - Non-Alcoholic,12141024256
THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,12175488000
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,12025605120
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,12104902656
PAYC,"Paycom Software, Inc.",Technology,Software - Application,12093600768
RCI,Rogers Communications Inc.,Communication Services,Telecom Services,15427829760
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Insurance - Reinsurance,12080801792
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,Utilities - Regulated Water,12057116672
PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,12036443136
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,12028158976
JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Services,12012873728
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,11939200000
AEG,Aegon Ltd.,Financial Services,Insurance - Diversified,10635713536
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,11904870400
SUZ,Suzano S.A.,Basic Materials,Paper & Paper Products,11896704000
JEF,Jefferies Financial Group Inc.,Financial Services,Capital Markets,11878247424
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,11889570816
SGI,Somnigroup International Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",11762838528
DOCS,"Doximity, Inc.",Healthcare,Health Information Services,11714177024
BBD,Banco Bradesco S.A.,Financial Services,Banks - Regional,21693005824
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,12039998464
SCI,Service Corporation International,Consumer Cyclical,Personal Services,11428800512
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,11348048896
HLI,"Houlihan Lokey, Inc.",Financial Services,Capital Markets,11308744704
AVTR,"Avantor, Inc.",Healthcare,Medical Instruments & Supplies,11241708544
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,11226271744
RTO,Rentokil Initial plc,Industrials,Specialty Business Services,11133209600
ITT,ITT Inc.,Industrials,Specialty Industrial Machinery,11144474624
PSO,Pearson plc,Communication Services,Publishing,11047231488
BSAC,Banco Santander-Chile,Financial Services,Banks - Regional,11057069056
KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,11053606912
RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,11023074304
ALLE,Allegion plc,Industrials,Security & Protection Services,10990808064
WTRG,"Essential Utilities, Inc.",Utilities,Utilities - Regulated Water,10955681792
PR,Permian Resources Corporation,Energy,Oil & Gas E&P,10927586304
AIZ,"Assurant, Inc.",Financial Services,Insurance - Property & Casualty,10904513536
RBC,RBC Bearings Incorporated,Industrials,Tools & Accessories,10895415296
BXP,"BXP, Inc.",Real Estate,REIT - Office,12112969728
AGI,Alamos Gold Inc.,Basic Materials,Gold,10859500544
SNX,TD SYNNEX Corporation,Technology,Electronics & Computer Distribution,10841454592
OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,11056052224
GL,Globe Life Inc.,Financial Services,Insurance - Life,10700733440
OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,10696713216
PEN,"Penumbra, Inc.",Healthcare,Medical Devices,10633084928
KNSL,"Kinsale Capital Group, Inc.",Financial Services,Insurance - Property & Casualty,10630789120
CLS,Celestica Inc.,Technology,Electronic Components,10642716672
AFG,"American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,10625414144
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,10593701888
ALLY,Ally Financial Inc.,Financial Services,Credit Services,10580042752
CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,10599753728
BBDO,Banco Bradesco S.A.,Financial Services,Banks - Regional,21692991488
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,10545294336
GME,GameStop Corp.,Consumer Cyclical,Specialty Retail,10499800064
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,10498715648
NIO,NIO Inc.,Consumer Cyclical,Auto Manufacturers,10219250688
ULS,UL Solutions Inc.,Industrials,Specialty Business Services,10487115776
PCOR,"Procore Technologies, Inc.",Technology,Software - Application,10445204480
CLH,"Clean Harbors, Inc.",Industrials,Waste Management,10437447680
APG,APi Group Corporation,Industrials,Engineering & Construction,10413976576
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,10402880512
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,10349253632
COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,10381239296
SF,Stifel Financial Corp.,Financial Services,Capital Markets,10050747392
ERJ,Embraer S.A.,Industrials,Aerospace & Defense,10031399936
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,9991688192
BG,Bunge Global SA,Consumer Defensive,Farm Products,9987314688
ESTC,Elastic N.V.,Technology,Software - Application,9950559232
KEP,Korea Electric Power Corporation,Utilities,Utilities - Regulated Electric,9937617920
GMED,"Globus Medical, Inc.",Healthcare,Medical Devices,9922279424
UWMC,UWM Holdings Corporation,Financial Services,Mortgage Finance,9909521408
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,9846688768
EHC,Encompass Health Corporation,Healthcare,Medical Care Facilities,9844304896
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,9843283968
ATR,"AptarGroup, Inc.",Healthcare,Medical Instruments & Supplies,9830665216
DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream,9810537472
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,9774582784
FHN,First Horizon Corporation,Financial Services,Banks - Regional,9835364352
PAAS,Pan American Silver Corp.,Basic Materials,Gold,9669619712
PRI,"Primerica, Inc.",Financial Services,Insurance - Life,9664648192
SARO,"StandardAero, Inc.",Industrials,Aerospace & Defense,9662607360
CUBE,CubeSmart,Real Estate,REIT - Industrial,9644057600
BROS,Dutch Bros Inc.,Consumer Cyclical,Restaurants,9551395840
STN,Stantec Inc.,Industrials,Engineering & Construction,9540563968
ARMK,Aramark,Industrials,Specialty Business Services,9535826944
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,9506502656
EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial,9444957184
RRC,Range Resources Corporation,Energy,Oil & Gas E&P,9404669952
SSB,SouthState Corporation,Financial Services,Banks - Regional,9400590336
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,9356747776
CIEN,Ciena Corporation,Technology,Communication Equipment,9336148992
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,9328241664
ORI,Old Republic International Corporation,Financial Services,Insurance - Property & Casualty,9307162624
AES,The AES Corporation,Utilities,Utilities - Diversified,9290307584
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,9257563136
KVYO,"Klaviyo, Inc.",Technology,Software - Infrastructure,9244942336
FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,9217799168
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,9217750016
REXR,"Rexford Industrial Realty, Inc.",Real Estate,REIT - Industrial,9545468928
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,9194537984
CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,8806538240
KT,KT Corporation,Communication Services,Telecom Services,9159737344
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,9148369920
AA,Alcoa Corporation,Basic Materials,Aluminum,9006574592
CAVA,"CAVA Group, Inc.",Consumer Cyclical,Restaurants,9084610560
VIPS,Vipshop Holdings Limited,Consumer Cyclical,Internet Retail,9135950848
X,United States Steel Corporation,Basic Materials,Steel,9033453568
OGE,OGE Energy Corp.,Utilities,Utilities - Regulated Electric,9023544320
DAY,Dayforce Inc,Technology,Software - Application,9011437568
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,8950291456
CHE,Chemed Corporation,Healthcare,Medical Care Facilities,8900137984
BRBR,"BellRing Brands, Inc.",Consumer Defensive,Packaged Foods,8881032192
CR,Crane Company,Industrials,Specialty Industrial Machinery,8877953024
G,Genpact Limited,Technology,Information Technology Services,8848446464
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,8606247936
MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,8824542208
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,8816497664
BLD,TopBuild Corp.,Industrials,Engineering & Construction,8810146816
U,Unity Software Inc.,Technology,Software - Application,8791410688
AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,8724312064
WBS,Webster Financial Corporation,Financial Services,Banks - Regional,8714606592
WPP,WPP plc,Communication Services,Advertising Agencies,8695491584
CACI,CACI International Inc,Technology,Information Technology Services,8695031808
TAL,TAL Education Group,Consumer Defensive,Education & Training Services,8653332480
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",Industrials,Airports & Air Services,9709405184
QGEN,Qiagen N.V.,Healthcare,Diagnostics & Research,8605699072
SKX,"Skechers U.S.A., Inc.",Consumer Cyclical,Footwear & Accessories,8577458176
INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,8551486976
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,8528563200
KNTK,Kinetik Holdings Inc.,Energy,Oil & Gas Midstream,3244823552
WAL,Western Alliance Bancorporation,Financial Services,Banks - Regional,8513794560
WF,Woori Financial Group Inc.,Financial Services,Banks - Regional,8405752320
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,8408392192
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,8448556544
AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,8342103040
PLNT,"Planet Fitness, Inc.",Consumer Cyclical,Leisure,8325797888
ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,8320931328
BIRK,Birkenstock Holding plc,Consumer Cyclical,Footwear & Accessories,8315189760
SKM,"SK Telecom Co., Ltd.",Communication Services,Telecom Services,8315993088
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,8307272704
ADC,Agree Realty Corporation,Real Estate,REIT - Retail,8302107648
AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment & Parts,8272944128
KD,"Kyndryl Holdings, Inc.",Technology,Information Technology Services,8265290752
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,8247937536
ICL,ICL Group Ltd,Basic Materials,Agricultural Inputs,8168484864
BERY,"Berry Global Group, Inc.",Consumer Cyclical,Packaging & Containers,8168531968
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,8105038336
CFR,"Cullen/Frost Bankers, Inc.",Financial Services,Banks - Regional,7996615168
SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,7992965632
EVR,Evercore Inc.,Financial Services,Capital Markets,7985521152
WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,7982521344
LAD,"Lithia Motors, Inc.",Consumer Cyclical,Auto & Truck Dealerships,7955808256
NNN,"NNN REIT, Inc.",Real Estate,REIT - Retail,7946619904
NYT,The New York Times Company,Communication Services,Publishing,7929994240
BRX,Brixmor Property Group Inc.,Real Estate,REIT - Retail,7941737984
AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,9686771712
FN,Fabrinet,Technology,Electronic Components,7968457216
DLB,"Dolby Laboratories, Inc.",Industrials,Specialty Business Services,7919306240
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,7897662464
GPK,Graphic Packaging Holding Company,Consumer Cyclical,Packaging & Containers,7862605312
RRX,Regal Rexnord Corporation,Industrials,Specialty Industrial Machinery,7846841344
CAE,CAE Inc.,Industrials,Aerospace & Defense,7841348608
FBIN,"Fortune Brands Innovations, Inc.",Industrials,Building Products & Equipment,7798348800
FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure,7769345536
AXS,AXIS Capital Holdings Limited,Financial Services,Insurance - Specialty,7722391040
HIMS,"Hims & Hers Health, Inc.",Consumer Defensive,Household & Personal Products,7706938368
HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,7659072512
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,7648094208
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,7645556736
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking,7614491648
OBDC,Blue Owl Capital Corporation,Financial Services,Asset Management,7611635200
CMA,Comerica Incorporated,Financial Services,Banks - Regional,7609163264
GAP,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,7580151808
ZK,ZEEKR Intelligent Technology Holding Limited,Consumer Cyclical,Auto Manufacturers,7447356416
BXSL,Blackstone Secured Lending Fund,Financial Services,Asset Management,7433734656
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,10840127488
BFAM,Bright Horizons Family Solutions Inc.,Consumer Cyclical,Personal Services,7406148096
ESAB,ESAB Corporation,Industrials,Metal Fabrication,7374974976
FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,7560825856
TIMB,TIM S.A.,Communication Services,Telecom Services,7333508608
TTC,The Toro Company,Industrials,Tools & Accessories,7308827648
ATI,ATI Inc.,Industrials,Metal Fabrication,7304541184
VNO,Vornado Realty Trust,Real Estate,REIT - Office,7925778432
EXP,Eagle Materials Inc.,Basic Materials,Building Materials,7210094592
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",7176873984
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,7164284928
WTS,"Watts Water Technologies, Inc.",Industrials,Specialty Industrial Machinery,7128764928
GIL,Gildan Activewear Inc.,Consumer Cyclical,Apparel Manufacturing,7109664256
AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,7106918912
UGI,UGI Corporation,Utilities,Utilities - Regulated Gas,7097421312
RLI,RLI Corp.,Financial Services,Insurance - Property & Casualty,7030965248
TFII,TFI International Inc.,Industrials,Trucking,7026999296
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,6977548288
ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,6975644672
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,6975236096
GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,6931874304
PDI,PIMCO Dynamic Income Fund,Financial Services,Asset Management,6911341056
IVZ,Invesco Ltd.,Financial Services,Asset Management,6910974464
ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Materials,6803735552
ALK,"Alaska Air Group, Inc.",Industrials,Airlines,6787751936
KBR,"KBR, Inc.",Industrials,Engineering & Construction,6761163776
MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,6752433664
STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,6942479872
PB,"Prosperity Bancshares, Inc.",Financial Services,Banks - Regional,6748409856
TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,6689519616
SSD,"Simpson Manufacturing Co., Inc.",Basic Materials,Lumber & Wood Production,6695756288
STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,6815967744
